Gene	Condition1	Condition2	State
CREB3	4.85052	4.9986563	unchanging
CRIM1	4.5155363	6.223422	up
CRISPLD2	5.262305	4.8727474	unchanging
CRLF2	-3.680861	-3.592139	unchanging
CRNKL1	5.439809	5.192859	unchanging
CRNN	-3.680861	-3.592139	unchanging
CRTAM	-3.680861	-3.592139	unchanging
CRX	-3.680861	-3.592139	unchanging
CSF2RB	-3.680861	-3.592139	unchanging
CSN2	-3.680861	-3.592139	unchanging
CSNK1E	5.4823694	5.200109	unchanging
CSPP1	4.304032	4.4116135	unchanging
CST9L	-3.680861	-3.592139	unchanging
CSTA	-1.9438953	-2.4401357	unchanging
CSTF2T	6.0561047	5.9283705	unchanging
CT45A3	2.994704	2.4906015	unchanging
CT45A5	3.7379286	3.0192957	unchanging
CT47A10	-3.680861	-3.592139	unchanging
CT47A3	-3.680861	-3.592139	unchanging
CT47A5	-3.680861	-3.592139	unchanging
CTA-204B4.6	6.014174	6.1855736	unchanging
CTA-211A9.5	-0.9438953	-1.8551732	unchanging
CTA-250D10.19	-1.9438953	-0.44013572	unchanging
CTA-286B10.7	-2.528858	-3.4401355	unchanging
CTA-392C11.2	-3.680861	-3.592139	unchanging
CTA-398F10.1	-3.680861	-3.592139	unchanging
CTA-398F10.2	-3.680861	-3.4401355	unchanging
CTA-407F11.8	-3.680861	-3.592139	unchanging
CTA-503F6.2	-3.680861	-3.592139	unchanging
CTA-520D8.2	-3.680861	-3.592139	unchanging
CTA-714B7.5	1.6805955	1.0834262	unchanging
CTA-929C8.5	-3.680861	-3.592139	unchanging
CTA-929C8.7	-3.680861	-3.592139	unchanging
CTA-992D9.7	-3.680861	-3.592139	unchanging
CTAG1B	-3.680861	-3.592139	unchanging
CTAG2	-3.680861	-3.592139	unchanging
CTB-111F10.1	-3.680861	-3.592139	unchanging
CTB-113P19.3	-1.528858	-1.1182077	unchanging
CTB-129O4.1	-2.528858	-3.592139	unchanging
CTB-12O2.1	-3.680861	-3.592139	unchanging
CTB-131B5.4	0.17158182	0.14482673	unchanging
CTB-134H23.2	2.9305737	3.430229	unchanging
CTB-158E9.1	-3.680861	-3.592139	unchanging
CTB-161M19.4	-3.680861	-3.592139	unchanging
CTB-164N12.1	-1.9438953	-2.4401357	unchanging
CTB-178M22.2	-1.528858	-1.1182077	unchanging
CTB-28J9.2	-3.680861	-3.592139	unchanging
CTB-35F21.2	-3.680861	-3.592139	unchanging
CTB-37A13.1	-3.680861	-3.592139	unchanging
CTB-47B11.3	-3.680861	-3.592139	unchanging
CTB-57H20.1	-3.680861	-3.592139	unchanging
CTB-89H12.4	7.354549	7.497974	unchanging
CTBP1	6.1698465	6.163491	unchanging
CTBS	4.5155363	4.5598645	unchanging
CTC-228N24.2	-3.680861	-3.592139	unchanging
CTC-231O11.1	-3.680861	-3.592139	unchanging
CTC-235G5.3	-3.680861	-3.592139	unchanging
CTC-260F20.3	4.974968	4.548549	unchanging
CTC-276P9.3	-3.680861	-3.592139	unchanging
CTC-286N12.1	-3.680861	-3.592139	unchanging
CTC-321K16.1	-3.680861	-3.592139	unchanging
CTC-321K16.4	-3.680861	-3.592139	unchanging
CTC-325J23.3	-3.680861	-3.592139	unchanging
CTC-327F10.4	-3.680861	-3.592139	unchanging
CTC-338M12.2	-3.680861	-3.592139	unchanging
CTC-340A15.2	-3.528858	-3.592139	unchanging
CTC-349C3.2	-3.680861	-3.592139	unchanging
CTC-359M8.1	-3.680861	-3.4401355	unchanging
CTC-369A16.3	-3.680861	-3.592139	unchanging
CTC-378H22.2	-3.680861	-3.592139	unchanging
CTC-426B10.1	4.6805954	4.3864126	unchanging
CTC-436K13.2	-3.680861	-3.592139	unchanging
CTC-436K13.5	-3.680861	-3.592139	unchanging
CTC-441N14.1	-3.680861	-3.592139	unchanging
CTC-458G6.4	-3.680861	-3.592139	unchanging
CTC-493P15.3	-3.680861	-3.592139	unchanging
CTC-497E21.3	-3.528858	-3.592139	unchanging
CTC-499J9.1	-3.680861	-3.592139	unchanging
CTC-529L17.1	-3.680861	-3.592139	unchanging
CTC-548H10.2	-3.680861	-3.592139	unchanging
CTC-551A13.1	-3.680861	-3.592139	unchanging
CTC-554D6.1	3.7657628	3.9944925	unchanging
CTC-558O19.1	-3.680861	-3.592139	unchanging
CTC-563A5.2	-3.680861	-3.592139	unchanging
CTC-573N18.1	-2.528858	-3.592139	unchanging
CTCF	6.1939497	6.0192957	unchanging
CTCFL	-3.680861	-1.8551732	unchanging
CTD-2001C12.1	-2.528858	-3.4401355	unchanging
CTD-2002H8.2	-2.528858	-1.8551732	unchanging
CTD-2033D15.1	0.056104653	2.8452666	up
CTD-2044J15.1	-3.680861	-3.592139	unchanging
CTD-2046I8.1	-3.680861	-3.592139	unchanging
CTD-2054N24.2	0.17158182	-0.44013572	unchanging
CTD-2116N17.1	4.824289	4.7096114	unchanging
CTD-2134P3.1	-3.680861	-3.592139	unchanging
CTD-2151A2.1	-3.680861	-3.592139	unchanging
CTD-2170G1.2	-3.680861	-3.592139	unchanging
CTD-2184D3.4	-3.680861	-3.592139	unchanging
CTD-2201E9.1	-3.680861	-3.592139	unchanging
CTD-2210P24.1	-3.680861	-3.592139	unchanging
CTD-2228K2.5	3.341507	3.341224	unchanging
CTD-2270F17.1	-3.680861	-3.592139	unchanging
CTD-2275D24.2	-3.680861	-3.592139	unchanging
CTD-2283N19.1	-3.680861	-3.592139	unchanging
CTD-2284J15.1	-3.528858	-3.592139	unchanging
CTD-2288O8.1	-3.680861	-2.4401357	unchanging
CTD-2292M14.1	-3.680861	-3.592139	unchanging
CTD-2292P10.2	0.17158182	-0.118207715	unchanging
CTD-2298J14.2	-3.680861	-3.592139	unchanging
CTD-2307P3.1	-3.680861	-3.592139	unchanging
CTD-2308B18.4	-3.680861	-3.592139	unchanging
CTD-2308G16.1	-3.680861	-3.592139	unchanging
CTD-2308N23.2	-3.680861	-3.592139	unchanging
CTD-2316B1.2	-3.680861	-3.592139	unchanging
CTD-2324F15.2	-3.680861	-3.592139	unchanging
CTD-2325B11.1	-3.680861	-3.592139	unchanging
CTD-2325P2.3	-3.680861	-2.4401357	unchanging
CTD-2331D11.4	-3.680861	-3.592139	unchanging
CTD-2334D19.1	-3.680861	-3.592139	unchanging
CTD-2339F6.1	-3.680861	-3.592139	unchanging
CTD-2340D6.2	-3.528858	-3.592139	unchanging
CTD-2368P22.1	-0.06942624	0.8817923	unchanging
CTD-2371O3.2	-3.680861	-3.592139	unchanging
CTD-2377D24.4	-3.680861	-3.592139	unchanging
CTD-2501E16.2	-3.680861	-3.592139	unchanging
CTD-2516F10.2	-1.9438953	-2.4401357	unchanging
CTD-2516F10.4	-3.680861	-3.4401355	unchanging
CTD-2523D13.1	-3.680861	-3.592139	unchanging
CTD-2525J15.2	-3.680861	-3.4401355	unchanging
CTD-2540C19.1	-3.680861	-3.592139	unchanging
CTD-2540L5.5	2.3780327	2.417845	unchanging
CTD-2544M6.1	-3.680861	-3.592139	unchanging
CTD-2547L16.1	-3.528858	-2.4401357	unchanging
CTD-2555O16.1	-3.528858	-3.592139	unchanging
CTD-2561F5.1	-3.680861	-3.592139	unchanging
CTD-2566J3.1	-2.528858	-3.592139	unchanging
CTD-2589M5.4	-3.680861	-3.592139	unchanging
CTD-2609K8.3	-3.680861	-3.592139	unchanging
CTD-2611O12.2	-3.680861	-3.592139	unchanging
CTD-2647E9.2	-3.680861	-3.592139	unchanging
CTD-2647L4.4	0.93057376	1.2603039	unchanging
CTD-2653M23.2	1.641067	0.64732707	unchanging
CTD-3023L14.2	-3.680861	-3.592139	unchanging
CTD-3028N15.1	-3.680861	-3.592139	unchanging
CTD-3074O7.11	4.8374643	4.582232	unchanging
CTDNEP1	5.392983	5.454682	unchanging
CTDSPL	5.744938	5.463746	unchanging
CTDSPL2	6.1990623	6.0090127	unchanging
CTGF	1.7190696	3.9607437	up
CTSA	6.140027	6.0396447	unchanging
CTSS	-0.7215031	-2.4401357	unchanging
CUL4A	6.71074	6.594663	unchanging
CUL7	5.199063	4.969255	unchanging
CUTA	4.815438	4.5256486	unchanging
CWC15	4.893207	4.788683	unchanging
CWF19L1	4.747267	5.1067586	unchanging
CXCL10	-3.680861	-3.592139	unchanging
CXCL13	-3.680861	-3.592139	unchanging
CXCL6	-3.680861	-3.592139	unchanging
CXCL9	-3.680861	-3.592139	unchanging
CXCR2	-3.680861	-3.592139	unchanging
CXCR4	1.8634596	1.9861289	unchanging
CXorf1	-3.680861	-3.592139	unchanging
CXorf23	3.2525017	3.5710914	unchanging
CXorf40B	3.7657628	3.9607437	unchanging
CXorf56	4.304032	4.7644353	unchanging
CYB5B	6.8879395	6.831327	unchanging
CYBA	4.3166323	4.4363813	unchanging
CYLC2	-3.680861	-3.592139	unchanging
CYLD	5.341507	5.3927546	unchanging
CYP17A1	-3.680861	-3.592139	unchanging
CYP1B1	4.620889	5.582232	up
CYP21A2	-2.528858	-3.592139	unchanging
CYP26B1	2.4018793	4.189221	up
CYP26C1	-3.680861	-3.592139	unchanging
CYP27C1	-0.9438953	-1.8551732	unchanging
CYP2W1	-3.680861	-3.592139	unchanging
CYP3A5	-1.9438953	-1.1182077	unchanging
CYP46A1	0.17158182	0.26030394	unchanging
CYR61	4.6560173	6.492079	up
D2HGDH	1.7190696	1.8817922	unchanging
DAB2IP	4.7426047	4.788683	unchanging
DACT1	0.27849698	-3.592139	unchanging
DAGLB	3.9140856	3.9435685	unchanging
DAK	5.014174	4.9130106	unchanging
DAO	-3.680861	-3.592139	unchanging
DAPK3	4.0561047	3.8997142	unchanging
DAZ1	-3.680861	-3.592139	unchanging
DAZAP2	7.8121047	7.492817	unchanging
DBC1	-2.528858	-2.4401357	unchanging
DBN1	6.5291333	6.35428	unchanging
DCAF15	3.2525017	2.8817923	unchanging
DCAF16	6.6963496	6.3784466	unchanging
DCAF5	5.9407835	5.939243	unchanging
DCAF6	5.946875	5.8772764	unchanging
DCAKD	4.84183	4.466755	unchanging
DCDC5	0.17158182	0.14482673	unchanging
DCLRE1B	4.5952635	4.5082316	unchanging
DCLRE1C	4.1149983	4.260304	unchanging
DCP1B	3.651051	3.380043	unchanging
DCST1	-2.528858	-3.4401355	unchanging
DCUN1D1	6.9346666	7.004879	unchanging
DDN	-1.528858	-1.1182077	unchanging
DDX17	8.186246	8.204622	unchanging
DDX18	6.111387	6.1485786	unchanging
DDX24	7.279302	6.846422	unchanging
DDX39A	5.6535363	5.505308	unchanging
DDX39B-AS1	-3.680861	-3.4401355	unchanging
DDX3Y	-0.06942624	-3.4401355	unchanging
DDX43	3.5264244	3.1745741	unchanging
DDX60L	-3.680861	-3.4401355	unchanging
DEFA3	-3.680861	-3.592139	unchanging
DEFB105B	-3.680861	-3.592139	unchanging
DEFB106A	-3.680861	-3.592139	unchanging
DEFB110	-3.680861	-3.592139	unchanging
DEFB112	-3.680861	-3.592139	unchanging
DEFB123	-3.680861	-3.592139	unchanging
DEFB129	-3.680861	-3.592139	unchanging
DEFB4B	-3.680861	-3.592139	unchanging
DENND2A	1.0561047	1.0834262	unchanging
DENND4C	6.31192	6.2216425	unchanging
DEPDC5	3.448422	3.099023	unchanging
DEXI	3.0103006	3.0192957	unchanging
DGAT1	3.72853	3.4178452	unchanging
DGCR14	3.8634596	3.2180758	unchanging
DGCR8	4.6004252	4.593287	unchanging
DGKK	-0.7215031	-0.63278085	unchanging
DHCR24	9.652139	9.432732	unchanging
DHDH	0.37803268	0.5598642	unchanging
DHFRL1	3.265558	3.067659	unchanging
DHODH	2.3780327	2.3147516	unchanging
DHRS7B	3.504565	3.4787276	unchanging
DHX36	6.4018793	6.216289	unchanging
DHX57	5.3659596	5.2877846	unchanging
DIMT1	5.2393265	5.2775407	unchanging
DIO1	-3.528858	-3.592139	unchanging
DKK2	-3.680861	-3.592139	unchanging
DLEU1	2.8634596	3.1448267	unchanging
DLG5	6.9649973	6.914114	unchanging
DLGAP3	-1.2069298	-3.592139	unchanging
DLX4	0.37803268	0.7297893	unchanging
DMAP1	3.6609669	3.7197356	unchanging
DMP1	-3.680861	-3.592139	unchanging
DMRT2	1.8974068	1.3147516	unchanging
DMRTC1	-3.680861	-3.4401355	unchanging
DMRTC1B	-3.680861	-3.4401355	unchanging
DMWD	3.071055	3.2180758	unchanging
DNA2	5.6055684	5.284378	unchanging
DNAH12	-1.9438953	-1.1182077	unchanging
DNAH5	-0.06942624	0.46675485	unchanging
DNAJB8-AS1	-3.680861	-3.592139	unchanging
DNAJC16	5.242632	4.9261866	unchanging
DNAJC19	4.2260294	4.2251997	unchanging
DNASE1	2.49351	2.341224	unchanging
DNASE1L2	-1.528858	-0.118207715	unchanging
DNASE2	5.8720217	5.7422585	unchanging
DNASE2B	-3.680861	-3.592139	unchanging
DNER	3.6999607	1.9174162	down
DNMBP	4.970988	4.788683	unchanging
DNMT1	7.4099865	7.208222	unchanging
DNTTIP2	6.1417985	6.0416636	unchanging
DOC2A	0.8634595	1.3672192	unchanging
DOCK3	3.265558	3.1297197	unchanging
DOK3	1.1149982	1.2603039	unchanging
DOK4	3.5900831	3.9174163	unchanging
DOK5	-3.680861	-3.592139	unchanging
DPH2	3.9468756	4.0834265	unchanging
DPM2	4.5155363	4.3927546	unchanging
DPP10	1.278497	-2.4401357	unchanging
DPP4	-2.528858	-2.4401357	unchanging
DPP9	4.5209904	4.4965024	unchanging
DPY19L1	6.692729	6.7422585	unchanging
DPYD-IT1	-3.680861	-3.4401355	unchanging
DRD4	-3.680861	-3.592139	unchanging
DROSHA	6.004472	5.8613605	unchanging
DSC2	6.686675	6.4546824	unchanging
DSCAM	-3.680861	1.5598643	up
DSCAM-AS1	-3.680861	4.8727474	up
DSCR10	-3.680861	-3.592139	unchanging
DSCR8	-0.3589329	0.8817923	unchanging
DTHD1	-3.680861	-3.592139	unchanging
DUSP12	4.157643	4.1523213	unchanging
DUSP19	2.9629953	3.301331	unchanging
DUSP28	2.025731	2.3147516	unchanging
DUSP7	2.7749228	2.6042583	unchanging
DUX4L5	-3.680861	-3.4401355	unchanging
DUX4L6	-3.680861	-3.4401355	unchanging
DUX4L7	-3.680861	-3.4401355	unchanging
DYNC1H1	8.636363	8.760456	unchanging
DYNLT1	5.563899	5.291183	unchanging
DYRK3	2.1715817	2.466755	unchanging
DYTN	-3.680861	-3.592139	unchanging
DZANK1-AS1	-3.680861	-3.592139	unchanging
DZIP3	5.2688036	4.9349036	unchanging
E2F3	5.4879503	5.548549	unchanging
E4F1	2.79307	2.9174163	unchanging
EAF2	1.0561047	1.3147516	unchanging
EAPP	4.5264244	4.181916	unchanging
ECD	5.037196	4.973492	unchanging
ECE2	3.071055	2.7693176	unchanging
ECEL1	2.2260296	1.9521816	unchanging
ECH1	5.668359	5.308057	unchanging
EDARADD	7.0766215	7.335474	unchanging
EDC3	5.75423	5.3639956	unchanging
EDC4	5.428244	5.3114085	unchanging
EDEM3	6.278497	6.450129	unchanging
EDNRA	0.6410671	0.019295823	unchanging
EEF1A2	0.55860496	4.663152	up
EFCAB1	1.8634596	-2.4401357	down
EFCAB2	2.3780327	2.341224	unchanging
EFCAB4B	-3.528858	0.019295823	unchanging
EFHD1	0.7930702	0.46675485	unchanging
EGFLAM-AS2	-3.680861	-3.592139	unchanging
EGFLAM-AS3	-3.680861	-3.592139	unchanging
EGLN1	5.687888	5.565489	unchanging
EGLN3	-0.20692979	0.64732707	unchanging
EGR1	4.3166323	3.0192957	down
EHF	5.5073156	3.1297197	down
EHMT2-AS1	-0.9438953	-0.44013572	unchanging
EID2B	1.3780327	0.36721915	unchanging
EIF1	7.8757515	7.84873	unchanging
EIF1AX-AS1	-3.680861	-3.592139	unchanging
EIF2AK2	7.0617294	7.0775332	unchanging
EIF2B5-AS1	-3.680861	-3.592139	unchanging
EIF3A	8.727056	8.733853	unchanging
EIF4A3	6.6609664	6.490602	unchanging
EIF4E3	5.2126093	5.181916	unchanging
EIF4ENIF1	4.454136	4.0517173	unchanging
EIF4H	7.862923	7.992928	unchanging
EIF5	7.986842	8.120197	unchanging
EIF6	5.3260107	5.3768477	unchanging
ELMO1	-0.9438953	-0.44013572	unchanging
ELMOD2	6.479571	6.365608	unchanging
ELP4	4.157643	4.2463646	unchanging
EMILIN1	-1.2069298	-0.63278085	unchanging
EML1	4.8634596	4.868203	unchanging
EML2	2.5372312	2.7693176	unchanging
EML3	3.4823694	3.430229	unchanging
EMP1	6.0352917	7.4170675	up
ENC1	2.278497	2.7096112	unchanging
ENDOG	2.6208892	2.5598643	unchanging
ENO1-IT1	-3.528858	-3.4401355	unchanging
ENOX1-AS1	-3.680861	-3.592139	unchanging
ENPP1	5.6485615	5.3379416	unchanging
ENPP4	6.4976654	6.643344	unchanging
ENTPD3-AS1	0.37803268	0.14482673	unchanging
ENTPD4	5.439809	5.3927546	unchanging
EP400NL	3.0103006	2.8997142	unchanging
EPB41L3	-3.680861	-3.592139	unchanging
EPCAM	8.151502	7.55351	unchanging
EPHA3	5.7680583	5.1182847	unchanging
EPHA5	3.9140856	5.2216425	up
EPHA7	2.2260296	3.099023	unchanging
EPOR	2.2525017	2.5140605	unchanging
EPRS	8.363685	8.407313	unchanging
EPS8	5.7402687	5.4965024	unchanging
EPS8L1	2.6609666	2.9349036	unchanging
EPYC	-3.680861	-3.592139	unchanging
ERAL1	4.994704	4.7595367	unchanging
ERAP1	4.2126093	4.8077917	unchanging
ERBB2IP	7.3445864	7.371239	unchanging
ERBB4	3.1435673	4.367219	up
ERC1	6.5031877	6.634006	unchanging
ERC2	0.6410671	0.7297893	unchanging
ERCC5	5.7119336	5.6151466	unchanging
EREG	-3.528858	-3.592139	unchanging
ERI1	5.359885	5.2216425	unchanging
ERI2	5.0747685	4.8266506	unchanging
ERLEC1	6.2688036	6.3412237	unchanging
ERLIN1	6.259044	6.344499	unchanging
ERLIN2	7.137366	6.8054166	unchanging
ERO1L	6.093194	6.309734	unchanging
ERO1LB	4.335328	4.4240503	unchanging
ERP29	7.504565	7.401428	unchanging
ERVFRD-1	-2.528858	-2.4401357	unchanging
ESAM	1.3780327	1.3672192	unchanging
ESCO1	5.3629255	5.20372	unchanging
ESCO2	6.1698465	5.8613605	unchanging
ESPNL	0.27849698	0.36721915	unchanging
ESYT1	7.738514	7.5428576	unchanging
ETFB	4.048571	3.9261863	unchanging
ETV2	-3.680861	-3.4401355	unchanging
EXD1	-3.680861	-3.592139	unchanging
EXO1	5.0180364	5.1448264	unchanging
EXOC6B	5.7885547	5.606988	unchanging
EXOSC4	2.5796664	2.582232	unchanging
EXOSC7	3.5372312	3.6151464	unchanging
EXOSC8	4.7885547	4.9986563	unchanging
EYA1	1.1715819	-1.4401357	unchanging
EYA3	5.5237103	5.2775407	unchanging
EYA3-IT1	-3.680861	-3.4401355	unchanging
EZR	8.6250105	8.302174	unchanging
F10	-1.528858	-0.44013572	unchanging
F10-AS1	-3.528858	-3.592139	unchanging
F11	-3.528858	-3.592139	unchanging
F2R	4.893207	4.6151466	unchanging
F2RL2	-3.680861	-3.4401355	unchanging
F8	2.6805956	2.8817923	unchanging
FABP2	-3.680861	-3.592139	unchanging
FABP5	4.8591595	5.3114085	unchanging
FADS6	-3.680861	-3.592139	unchanging
FAHD2A	3.448422	3.430229	unchanging
FAHD2B	2.810992	2.7496889	unchanging
FAIM	3.0561044	3.2180758	unchanging
FAM103A1	4.651051	4.537144	unchanging
FAM106A	-3.680861	-3.4401355	unchanging
FAM106B	-3.680861	-3.592139	unchanging
FAM108A1	3.278497	2.9521816	unchanging
FAM114A2	4.341507	4.1448264	unchanging
FAM117B	5.7023635	5.260304	unchanging
FAM120B	5.0064173	4.9986563	unchanging
FAM123A	-0.9438953	-3.592139	unchanging
FAM129A	3.2393262	2.417845	unchanging
FAM129B	6.0466814	6.071617	unchanging
FAM129C	-3.528858	-3.592139	unchanging
FAM131C	-3.528858	-1.4401357	unchanging
FAM134C	5.5586047	5.463746	unchanging
FAM150B	-1.9438953	-3.4401355	unchanging
FAM151A	0.17158182	0.019295823	unchanging
FAM153B	-3.680861	-3.4401355	unchanging
FAM156B	3.2393262	3.2037203	unchanging
FAM157A	-0.06942624	-1.1182077	unchanging
FAM160B2	3.8286939	3.9521816	unchanging
FAM163B	-3.680861	-3.592139	unchanging
FAM165A	-0.9438953	-0.27021074	unchanging
FAM166A	3.9789367	3.8544848	unchanging
FAM167B	-2.528858	-3.4401355	unchanging
FAM168A	6.543945	6.465251	unchanging
FAM169A	5.7840247	5.5766726	unchanging
FAM180A	-3.680861	-3.592139	unchanging
FAM181B	-3.680861	-3.592139	unchanging
FAM187B	-3.680861	-3.592139	unchanging
FAM18B2-CDRT4	4.7238073	4.881792	unchanging
FAM197Y2P	-3.680861	-3.592139	unchanging
FAM197Y6	-3.680861	-3.592139	unchanging
FAM197Y8	-3.680861	-3.592139	unchanging
FAM19A1	-3.680861	-3.592139	unchanging
FAM19A4	0.056104653	-0.118207715	unchanging
FAM206A	4.272042	4.598783	unchanging
FAM21A	6.5599303	6.21986	unchanging
FAM21D	4.9789367	4.6526213	unchanging
FAM22E	1.1149982	1.5140605	unchanging
FAM27A	0.6410671	0.5598642	unchanging
FAM35B	5.428244	5.2568316	unchanging
FAM3A	2.9789367	3.1745741	unchanging
FAM41AY1	-3.680861	-3.592139	unchanging
FAM46A	4.4311438	4.593287	unchanging
FAM46C	1.278497	2.5598643	unchanging
FAM47B	-3.680861	-3.592139	unchanging
FAM53B	4.322891	4.4727535	unchanging
FAM54B	4.454136	4.20372	unchanging
FAM63A	2.278497	2.8266509	unchanging
FAM65A	3.171582	3.5598645	unchanging
FAM66B	-3.680861	-3.4401355	unchanging
FAM66C	-0.9438953	-0.27021074	unchanging
FAM69B	3.5155363	3.0834265	unchanging
FAM69C	-3.680861	-3.592139	unchanging
FAM71A	-3.680861	-3.592139	unchanging
FAM73A	4.8805327	4.956469	unchanging
FAM74A2	-3.680861	-3.592139	unchanging
FAM75A1	-3.680861	-3.592139	unchanging
FAM75D1	-3.680861	-3.592139	unchanging
FAM78A	-0.5288579	-1.4401357	unchanging
FAM83A	-3.680861	0.64732707	unchanging
FAM83D	5.7565446	5.691721	unchanging
FAM86A	4.0409975	4.1144533	unchanging
FAM86B2	0.7930702	0.46675485	unchanging
FAM90A1	-3.680861	-3.592139	unchanging
FAM99B	-3.680861	-3.592139	unchanging
FANCL	4.8065324	4.7934837	unchanging
FANCM	4.278497	3.807792	unchanging
FARP1-AS1	-0.7215031	-0.118207715	unchanging
FARS2	3.071055	3.0834265	unchanging
FASTKD1	4.4990478	4.334651	unchanging
FBLN1	4.8065324	6.489123	up
FBLN2	1.641067	1.1448267	unchanging
FBN2	9.259452	10.440404	up
FBN3	3.6999607	3.779033	unchanging
FBXL13	0.93057376	0.7297893	unchanging
FBXL14	3.0103006	2.6891472	unchanging
FBXL22	-1.2069298	-1.8551732	unchanging
FBXL4	4.3659596	4.3147516	unchanging
FBXO31	3.3780327	3.0192957	unchanging
FBXO32	-0.7215031	0.46675485	unchanging
FBXO41	3.79307	3.9944925	unchanging
FBXO43	2.1435673	1.4178451	unchanging
FCER1G	-1.9438953	-2.4401357	unchanging
FCER2	-3.680861	-3.592139	unchanging
FCGR2B	-3.680861	-3.592139	unchanging
FCHO2	5.456984	5.4240503	unchanging
FCHSD1	2.994704	3.2322898	unchanging
FDFT1	8.097307	7.6131115	unchanging
FECH	6.0485706	5.893019	unchanging
FEM1B	6.4598265	6.365608	unchanging
FERMT1	-2.528858	-1.4401357	unchanging
FFAR3	-3.680861	-3.592139	unchanging
FGA	-3.680861	-3.592139	unchanging
FGB	-3.680861	-3.592139	unchanging
FGD2	-3.680861	-3.4401355	unchanging
FGD3	1.0561047	1.3147516	unchanging
FGD5	-1.9438953	-3.4401355	unchanging
FGF7	-0.7215031	-0.27021074	unchanging
FGF9	1.8286941	1.8077917	unchanging
FGFBP2	0.71906954	0.64732707	unchanging
FGFR1	5.707156	5.5710917	unchanging
FGFR3	0.71906954	1.1448267	unchanging
FHL2	2.1715817	3.63668	up
FHOD1	3.4369264	3.189221	unchanging
FIBCD1	-3.680861	-1.1182077	unchanging
FIBP	5.5264244	5.4486074	unchanging
FIP1L1	5.6535363	5.383231	unchanging
FKBP11	2.025731	2.9174163	unchanging
FKBP1A-SDCBP2	0.7930702	1.0192958	unchanging
FKBP8	5.765763	5.6865687	unchanging
FKBP9	6.897407	6.718474	unchanging
FLG	0.27849698	-1.1182077	unchanging
FLNC	-0.7215031	0.64732707	unchanging
FLRT2	3.1576428	3.9521816	unchanging
FLT3LG	-3.680861	-3.592139	unchanging
FLVCR1	5.6335335	5.551386	unchanging
FMN1	4.6310134	6.1855736	up
FMNL2	5.350725	5.4363813	unchanging
FMNL3	4.747267	4.7397733	unchanging
FMO3	-3.680861	-3.592139	unchanging
FMO4	0.37803268	0.7297893	unchanging
FNDC3B	6.647315	6.960744	unchanging
FOLR3	-3.680861	-3.592139	unchanging
FOSL2	2.810992	3.9607437	up
FOXL2	-1.2069298	-3.592139	unchanging
FOXN2	5.434038	5.2145004	unchanging
FPGT	5.284923	5.0990233	unchanging
FPR2	-3.680861	-3.592139	unchanging
FPR3	-3.680861	-3.592139	unchanging
FRG1B	4.413656	4.367219	unchanging
FRS2	6.276886	6.125918	unchanging
FSCB	-3.680861	-2.4401357	unchanging
FSCN3	3.3900054	3.3147516	unchanging
FSIP2	0.6410671	-0.118207715	unchanging
FSTL4	1.8634596	-1.1182077	down
FSTL5	-2.528858	-2.4401357	unchanging
FTSJ3	5.930574	5.9063783	unchanging
FUBP3	5.5665393	5.3736453	unchanging
FUT2	-1.528858	-0.63278085	unchanging
FUT4	2.8974068	2.8636448	unchanging
FXC1	5.178501	4.9349036	unchanging
FXN	2.2260296	2.466755	unchanging
FXYD3	1.9629952	4.0517173	up
FXYD5	4.150622	4.0597105	unchanging
FZD1	4.7238073	4.137293	unchanging
FZD10	-3.680861	-3.592139	unchanging
FZD6	7.4477057	7.365608	unchanging
G2E3	5.9986196	5.9944925	unchanging
GABARAPL1	5.245929	4.9819293	unchanging
GABRA2	-1.2069298	-3.592139	unchanging
GABRA3	4.278497	4.181916	unchanging
GABRA4	-3.680861	-3.592139	unchanging
GAGE12C	-3.528858	-3.4401355	unchanging
GAGE12I	-3.528858	-3.4401355	unchanging
GAGE2D	-2.528858	-3.592139	unchanging
GAL	-1.528858	-0.27021074	unchanging
GAL3ST2	-3.680861	-3.592139	unchanging
GALNS	3.4018793	3.5371442	unchanging
GALNT14	-3.680861	-3.592139	unchanging
GAPDH	10.029682	9.958875	unchanging
GAR1	4.651051	4.548549	unchanging
GAS2	1.1715819	-0.118207715	unchanging
GAS2L1	3.448422	3.6994157	unchanging
GAS5	5.747267	6.0090127	unchanging
GATA2	2.5796664	2.0192957	unchanging
GATA3	-3.680861	4.986129	up
GATSL3	0.056104653	-0.118207715	unchanging
GBAS	5.944848	5.301331	unchanging
GCFC1	5.665899	5.9261866	unchanging
GCHFR	3.7379286	3.4667547	unchanging
GCNT2	3.3780327	1.5140605	down
GDA	4.7565446	3.2037203	down
GDAP1	4.1853876	3.7693176	unchanging
GDAP2	3.8720214	3.7397735	unchanging
GDF15	3.471142	1.7297893	down
GDF7	-3.680861	-3.4401355	unchanging
GDF9	1.3780327	1.4667549	unchanging
GDI1	5.372009	5.3412237	unchanging
GDPD2	-3.680861	-3.592139	unchanging
GEMIN4	4.761161	4.7693176	unchanging
GEMIN8	3.1435673	2.788683	unchanging
GFOD1-AS1	-3.680861	-2.4401357	unchanging
GFPT1	7.281714	7.419399	unchanging
GFRA1	1.641067	4.5428576	up
GFRA2	-3.680861	-3.592139	unchanging
GGA1	4.1149983	3.8997142	unchanging
GGCT	5.8132167	5.7595367	unchanging
GGT7	3.071055	2.5140605	unchanging
